Datum;SLPsyn_H [MWh];SLPsyn_L [MWh];SLPana_H [MWh];SLPana_L [MWh];RLMmT_H [MWh];RLMmT_L [MWh];RLMoT_H [MWh];RLMoT_L [MWh]
28.12.2017;384775;190997;146557;6969;705835;98312;65671;689
29.12.2017;413187;207671;157567;7075;714623;95773;69835;655
30.12.2017;378597;182831;162315;6951;652651;79904;52129;596
31.12.2017;284079;133660;163973;6486;596185;63847;41150;524
01.01.2018;279849;135189;154770;6512;640497;73359;48073;601
02.01.2018;320321;155754;130106;7548;738561;109766;62425;754
03.01.2018;313591;152017;135711;6251;732402;114208;62286;771
04.01.2018;311193;152133;150902;6489;740814;116455;63490;697
05.01.2018;311566;153202;150170;6401;735484;116564;61478;617
06.01.2018;324572;166213;148267;6635;695942;103834;63706;579
07.01.2018;382661;208857;143368;7241;738874;114270;82013;664
08.01.2018;450843;249086;150402;7470;811933;144060;97408;844
09.01.2018;428839;238403;177444;7351;799954;141892;90888;834
10.01.2018;395684;205825;192509;7330;852203;135520;87506;730
11.01.2018;416040;215050;171684;7307;877062;135439;78123;796
12.01.2018;418523;215994;169794;7309;829167;129268;79665;777
13.01.2018;439627;220708;169768;7484;760499;106212;81336;713
14.01.2018;486623;245537;175262;7844;781171;107918;89406;714
15.01.2018;479556;232057;185744;7221;823063;127901;82205;867
16.01.2018;427955;213076;195609;7686;811949;128681;78773;837
17.01.2018;435966;218289;190689;7648;824288;128029;81064;841
18.01.2018;424917;216878;179087;7751;809408;126704;80581;818
19.01.2018;436188;222185;184388;8239;842815;127223;79250;790
20.01.2018;442410;223282;183402;8476;764371;107755;79899;676
21.01.2018;464723;233595;181398;8162;766232;107655;80116;640
22.01.2018;470669;227468;180017;7809;827828;130896;82792;715
23.01.2018;419748;192457;183991;6866;777462;119818;73759;760
24.01.2018;304621;128926;182858;6380;726036;110943;55692;697
25.01.2018;265413;122370;164451;6728;747885;116460;58001;761
26.01.2018;285119;144928;134452;7287;783110;113435;63504;779
27.01.2018;306535;158470;132781;6398;709704;92799;57702;707
28.01.2018;279969;138838;136275;6580;684636;87231;48250;665
29.01.2018;258822;130502;139963;6591;743537;110159;54760;758
30.01.2018;321181;162998;136838;6518;783075;120969;69203;844
31.01.2018;322223;165181;134681;6653;750714;122556;68057;795
01.02.2018;360001;189428;155375;6927;775890;129383;75047;829
02.02.2018;402277;202589;155974;6951;770936;125105;76133;798
03.02.2018;431135;219983;165235;7957;746075;110772;84963;742
04.02.2018;469730;227003;168863;8530;764165;111894;85747;664
05.02.2018;519341;263344;179107;8580;916318;140146;90284;783
06.02.2018;558959;285048;188268;8496;946902;144953;95971;835
07.02.2018;567903;296184;201635;9584;949663;148965;91632;855
08.02.2018;574269;301721;209376;9269;928151;148351;94977;809
09.02.2018;555637;286817;208486;9043;870045;138189;91444;819
10.02.2018;506926;261412;213164;9080;765027;112897;81543;733
11.02.2018;474281;237940;206737;9044;753774;110175;75749;699
12.02.2018;475776;240370;192925;8847;822931;133313;83329;858
13.02.2018;485395;244403;188468;8673;839435;138163;84575;856
14.02.2018;503640;252850;191646;8753;845033;138807;83850;793
15.02.2018;490820;246251;190759;8226;842077;133785;85157;820
16.02.2018;453032;229050;191135;8266;809825;127955;78726;738
17.02.2018;452027;234296;192995;8307;750343;109655;76895;695
18.02.2018;459966;240382;176825;8331;741246;109280;77209;683
19.02.2018;473553;244819;176897;8437;860776;134877;82547;781
20.02.2018;486190;250128;176172;7962;892960;137604;84224;717
21.02.2018;502747;256690;180871;8179;894891;137964;86624;775
22.02.2018;520896;264735;187465;8179;871633;135145;89069;804
23.02.2018;546246;276519;194881;8481;845775;131885;97867;799
24.02.2018;543348;276445;197529;9304;794733;113803;92945;741
25.02.2018;577969;293956;208205;9975;821541;119011;100959;710
26.02.2018;612398;308408;216402;10275;916606;146508;114502;859
27.02.2018;632088;318132;228720;9854;932148;152640;114690;857
28.02.2018;662193;335836;244588;11486;934557;159607;115212;948
01.03.2018;668863;340018;254193;10769;917088;149914;118004;852
02.03.2018;659355;339997;265915;11341;891105;142237;115944;856
03.03.2018;615456;320312;261967;11412;810575;120447;106129;776
04.03.2018;556537;283271;256617;11269;756467;109430;90775;685
05.03.2018;491073;238405;238751;8922;782616;121795;80137;739
06.03.2018;463747;222063;211772;8186;803854;123251;87794;751
07.03.2018;433071;211383;183134;7244;805660;124223;89372;739
08.03.2018;392183;194304;176674;6746;762362;125480;81996;702
09.03.2018;379975;185860;173197;6097;742726;119100;88739;718
10.03.2018;321274;144498;157164;5694;660373;94120;74372;618
11.03.2018;235114;107194;151403;5268;627865;88725;50923;546
12.03.2018;236764;105363;137542;4663;696975;110147;60435;800
13.03.2018;261266;130976;111138;5820;699453;121088;63066;809
14.03.2018;329090;165145;122974;5321;746072;126225;74859;779
15.03.2018;368944;184247;130327;5887;731759;118301;75575;781
16.03.2018;432338;220308;151818;6000;777605;135211;89430;829
17.03.2018;507356;262584;166002;7446;757623;114771;82502;725
18.03.2018;553352;282544;198830;9075;759827;112458;82533;706
19.03.2018;567799;288764;218675;9435;831674;132210;88729;901
20.03.2018;540418;262275;212493;9318;820141;131566;91310;852
21.03.2018;511950;247643;196449;7794;818926;129250;80878;836
22.03.2018;463232;219609;193804;7421;820550;124739;83756;787
23.03.2018;420920;194043;174629;7031;801173;113963;79865;744
24.03.2018;359514;157922;169760;6814;656078;89157;71252;608
25.03.2018;345494;159375;162502;6479;672641;89464;64457;639
26.03.2018;361505;175882;150090;6428;810440;112209;69587;748
27.03.2018;368087;181448;134721;6192;779166;110049;69802;652
28.03.2018;364879;183633;142927;5887;761362;114124;82700;676
29.03.2018;365656;183360;142804;5622;734771;112215;74976;672
30.03.2018;351468;169887;160575;5836;640737;82496;61835;545
31.03.2018;363616;180569;154558;5866;655122;82218;71188;563
01.04.2018;382689;197365;133961;5759;654662;75891;75234;555
02.04.2018;363521;186469;148345;5777;635618;75328;60676;552
03.04.2018;256889;125049;154060;5678;644073;94691;47694;615
04.04.2018;180006;90657;127410;4288;650512;101249;36651;606
05.04.2018;201062;109979;95443;4707;681092;111836;44320;697
06.04.2018;239956;127101;79371;4602;671077;108128;45932;625
07.04.2018;194163;97414;96568;4561;579564;82260;35508;548
08.04.2018;151930;70658;95404;3422;562070;73834;33654;482
09.04.2018;128359;62355;73007;2467;628380;90075;29384;587
10.04.2018;120831;49310;61385;2706;626845;94177;25137;560
11.04.2018;137026;57270;57143;2535;635574;98912;26576;616
12.04.2018;125772;51529;54239;2117;618296;99184;24866;627
13.04.2018;125821;55615;65756;2417;615202;92830;24756;576
14.04.2018;126357;66935;59225;2484;545140;77396;23882;581
15.04.2018;135966;73372;60110;2860;536527;74919;21840;530
16.04.2018;131347;70597;66478;2870;602853;95534;30193;611
17.04.2018;135757;68348;60957;2712;583132;92780;27638;567
18.04.2018;105499;49111;63471;1976;568611;90062;24071;553
19.04.2018;75209;33493;54171;1499;562555;86682;20812;533
20.04.2018;59708;28304;42297;1465;543349;85602;20153;490
21.04.2018;70164;37205;37287;1474;492823;72820;21869;468
22.04.2018;73232;35461;31382;1197;487649;69225;19976;452
23.04.2018;83861;43083;33728;1280;562677;88895;23688;565
24.04.2018;111906;60559;36112;1568;578580;92511;26505;603
25.04.2018;132052;69430;37632;1884;580355;96834;39041;621
26.04.2018;175322;91839;49604;2183;611223;106285;42251;669
27.04.2018;174705;93251;55599;2270;591569;101180;34408;623
28.04.2018;138566;78121;65233;2608;528696;83732;23301;520
29.04.2018;106144;64672;56569;2023;505364;76245;17221;439
30.04.2018;97748;54928;44296;1948;540064;82031;15446;539
01.05.2018;141999;82335;42647;2614;542573;78867;21486;533
02.05.2018;154409;80514;44139;2905;605114;105934;33408;657
03.05.2018;155460;84163;58808;3161;606306;108404;30185;644
04.05.2018;168071;90540;56675;2657;598511;99670;30836;575
05.05.2018;147110;70854;51259;2298;536693;77563;26179;508
06.05.2018;113333;49656;48467;1826;512340;70803;20228;417
07.05.2018;84493;35470;43357;1470;556573;91854;20446;516
08.05.2018;64850;26697;38030;1372;547989;91471;21116;509
09.05.2018;55930;21611;31341;1089;551890;84383;22820;454
10.05.2018;60355;29240;28764;1288;494206;71660;20268;411
11.05.2018;76618;40819;27069;1306;524689;79289;21316;464
12.05.2018;69316;33297;26315;1367;488676;70353;16376;423
13.05.2018;58799;25846;30515;1050;483800;66466;15019;358
14.05.2018;56724;22709;27292;1085;530716;88205;21286;488
15.05.2018;64392;25179;26098;1144;548426;91177;22224;524
16.05.2018;76537;30987;26264;1217;561915;92077;16494;465
17.05.2018;80438;42984;29656;1339;566295;95583;17655;572
18.05.2018;90858;52278;30582;1547;585147;92692;20615;488
19.05.2018;98694;55944;32243;1664;514352;69815;17455;392
20.05.2018;92449;44877;36649;1464;481037;57524;16444;333
21.05.2018;75578;32575;32557;1220;486066;58776;15299;385
22.05.2018;66190;27710;29616;1276;554773;79411;17582;483
23.05.2018;59075;23694;27162;1130;552175;84844;15773;462
24.05.2018;53899;21441;25810;999;559200;86314;15396;466
25.05.2018;50804;19035;24483;1032;540365;85591;14773;445
26.05.2018;47919;17645;24047;926;486661;68070;13764;387
27.05.2018;45686;17508;22767;730;485775;64908;12571;296
28.05.2018;40052;16355;21344;872;528272;81769;13033;380
29.05.2018;37411;14786;21740;768;527372;84669;14801;363
30.05.2018;36996;15077;20214;794;543674;90442;17295;354
31.05.2018;36233;14961;18867;672;508071;85572;19269;345
01.06.2018;37286;15351;18996;679;510575;83234;16327;414
02.06.2018;41457;19464;19028;754;476499;70958;9361;392
03.06.2018;43812;21360;19056;867;474942;66044;10376;365
04.06.2018;46318;24260;19256;901;544858;85195;15741;484
05.06.2018;48309;26500;18283;870;574011;89259;15509;511
06.06.2018;46688;22658;18313;868;551554;88786;17048;404
07.06.2018;43767;18518;21390;739;560824;86824;17384;408
08.06.2018;39388;16456;20777;636;543811;84608;17292;332
09.06.2018;36485;14835;19841;748;481378;66272;12268;337
10.06.2018;37336;16930;18521;740;466503;65825;12735;326
11.06.2018;44580;23438;18364;761;540019;84664;17469;489
12.06.2018;58295;33633;19910;881;567148;89532;16620;516
13.06.2018;70182;39454;21174;1013;567710;88482;20836;543
14.06.2018;70684;36286;22776;964;566042;88273;19164;523
15.06.2018;64288;30341;25546;875;561420;85457;17685;465
16.06.2018;51834;25037;23308;796;492787;67111;13910;387
17.06.2018;52147;27553;21163;884;499454;67754;13706;332
18.06.2018;54750;27500;19885;912;565980;87394;18548;466
19.06.2018;50753;24522;20384;899;574713;88608;20398;430
20.06.2018;46177;21364;20832;786;564861;87278;20712;457
21.06.2018;59024;30820;22129;896;580782;89091;20209;474
22.06.2018;85772;43423;21984;1003;586391;86048;18242;512
23.06.2018;102667;49504;25724;1142;527415;70036;15791;450
24.06.2018;104896;49753;29300;1303;531079;70746;17317;434
25.06.2018;91172;43424;30277;1137;582313;88529;18266;496
26.06.2018;72413;37954;32426;1298;583180;94037;16290;511
27.06.2018;59296;27872;28769;1060;571956;87447;13736;456
28.06.2018;50261;23345;26212;1015;568764;84400;14903;439
29.06.2018;45380;21746;23424;935;548428;81407;14251;445
30.06.2018;48114;19982;21626;889;508505;65416;13949;325
01.07.2018;55740;21447;20638;884;512972;64355;14092;308
02.07.2018;58880;23723;21518;784;549794;80691;16226;400
03.07.2018;53135;23934;23183;845;552108;87300;15988;417
04.07.2018;46528;23346;22551;740;564831;85258;16775;441
05.07.2018;43889;22436;20918;812;561948;83892;15542;457
06.07.2018;46595;23347;19783;801;553073;81011;15451;455
07.07.2018;50037;26548;19603;796;495277;65496;11255;399
08.07.2018;50516;27928;20547;815;505337;64231;11246;381
09.07.2018;54866;31233;20151;803;575919;81209;16965;443
10.07.2018;64843;34332;20292;917;590511;84828;16451;451
11.07.2018;63791;31725;20357;873;593205;83706;16922;459
12.07.2018;58524;26200;22160;844;583932;81408;17535;474
13.07.2018;50377;25078;22315;863;564772;78965;16495;428
14.07.2018;48437;24181;22736;940;517629;66138;13501;394
15.07.2018;47309;22913;20326;815;506231;59972;13460;364
16.07.2018;44332;20451;19991;809;564617;73158;16613;475
17.07.2018;40827;18106;19511;762;555340;73530;16825;416
18.07.2018;40413;18564;18464;753;541789;74195;15883;451
19.07.2018;42277;19780;18409;739;560487;75263;20612;435
20.07.2018;41122;18356;18172;670;552256;73795;19550;383
21.07.2018;37584;15550;19061;670;509151;61105;17547;335
22.07.2018;37664;16103;18608;707;504843;56807;17290;343
23.07.2018;38790;16792;18356;691;565983;68951;19412;436
24.07.2018;35472;14356;17760;633;572491;70404;22335;367
25.07.2018;33009;13198;17468;616;568914;70004;19577;389
26.07.2018;31984;12460;16947;610;554573;69404;17776;339
27.07.2018;31499;12190;16515;623;527947;68535;17994;307
28.07.2018;30976;12069;16367;652;484539;55848;12981;393
29.07.2018;33132;13667;16214;623;474591;54015;13537;346
30.07.2018;32356;13385;16003;606;555666;67681;16682;410
31.07.2018;31326;13468;15974;557;555535;69734;16533;351
01.08.2018;32317;14423;15779;567;572469;71945;16828;388
02.08.2018;32302;13852;15518;625;565925;72270;18244;424
03.08.2018;31826;13559;15457;545;542591;71901;18121;415
04.08.2018;31800;13764;15431;530;499423;59751;13286;410
05.08.2018;35449;16107;15430;623;506628;58206;13194;349
06.08.2018;36008;15264;14848;630;571552;72853;16184;491
07.08.2018;32556;13131;15748;569;560123;73409;17435;374
08.08.2018;31812;13635;15889;602;552410;82132;18025;429
09.08.2018;32921;14900;15920;621;547885;84019;17281;435
10.08.2018;38787;19194;15698;628;541192;80343;16100;468
11.08.2018;47083;25793;16232;692;499157;62994;13759;404
12.08.2018;48611;23693;17090;729;511083;61547;13756;343
13.08.2018;45150;22660;17511;580;577779;77724;15414;446
14.08.2018;46930;23468;17943;724;579544;85944;15702;462
15.08.2018;46215;20925;17892;685;577472;86042;16841;440
16.08.2018;40654;18446;18071;674;579335;86610;18639;436
17.08.2018;41013;21715;18736;715;571564;86075;18724;453
18.08.2018;42993;21666;18126;709;514691;64319;17334;406
19.08.2018;40915;19587;17467;670;515075;66804;16560;477
20.08.2018;42556;21470;17199;675;620727;85174;24885;529
21.08.2018;45474;21183;17845;707;632425;91980;25628;479
22.08.2018;40039;17512;18137;633;634808;87999;28515;480
23.08.2018;37221;16877;19169;649;621793;87120;25764;514
24.08.2018;44783;23742;18619;725;599280;78976;22631;498
25.08.2018;63191;36516;19142;796;532145;66613;19749;500
26.08.2018;79721;40525;19584;916;520284;65292;19019;421
27.08.2018;74349;37487;21433;932;579662;83863;20479;513
28.08.2018;66865;33087;24696;799;633341;87165;26639;562
29.08.2018;53380;27336;24116;772;619475;86758;26954;531
30.08.2018;58645;32734;23968;961;631557;89213;34084;536
31.08.2018;69709;39281;22443;1043;630406;84274;38577;526
01.09.2018;73215;39447;24978;1011;536342;69211;24548;456
02.09.2018;69544;34237;26373;957;513760;68556;21560;421
03.09.2018;56472;26494;24430;831;619535;84143;21993;480
04.09.2018;51949;22126;25339;871;625168;87654;22594;485
05.09.2018;51388;21313;21772;758;622730;90965;25020;462
06.09.2018;50344;24234;21417;795;613325;89625;24011;475
07.09.2018;58299;34664;22418;901;581018;85195;27427;507
08.09.2018;70111;38402;23151;987;497384;70606;24376;456
09.09.2018;66093;33758;23152;1018;498926;67473;17576;436
10.09.2018;59982;30712;23921;934;564895;84827;26319;533
11.09.2018;56178;26325;23529;977;555729;85494;28078;475
12.09.2018;54734;30980;22822;965;595792;86839;22745;501
13.09.2018;71775;41504;23157;1023;631198;88137;27126;456
14.09.2018;82060;45331;24937;1081;590810;86520;24176;485
15.09.2018;85667;47123;28090;1256;511486;69597;15258;403
16.09.2018;82106;41711;28064;1284;501635;69277;15589;409
17.09.2018;65745;33774;28730;1288;571765;87726;20447;431
18.09.2018;50288;23865;27905;914;536470;90026;25065;382
19.09.2018;44589;20607;25758;934;538672;88855;28877;426
20.09.2018;42515;19141;23039;886;538228;91104;17986;438
21.09.2018;49267;25813;21739;851;526645;86786;16986;463
22.09.2018;75713;39773;22611;967;502359;76207;18769;496
23.09.2018;115237;62780;26362;1348;519110;77796;22928;487
24.09.2018;176027;88983;35131;1644;592577;102769;29639;653
25.09.2018;209544;96628;46159;2130;618468;102918;33134;699
26.09.2018;179547;76250;58290;2423;613961;103076;31627;582
27.09.2018;124146;54715;61965;2395;596615;99615;31222;716
28.09.2018;143013;63341;60282;2463;624580;98891;30276;599
29.09.2018;173294;76610;48005;1776;590573;88856;30127;514
30.09.2018;177379;83056;57244;2637;587601;84082;29387;537
01.10.2018;218187;96601;70404;2805;662173;104999;40482;660
02.10.2018;235059;96149;72513;2826;647484;105203;39997;675
03.10.2018;202461;84021;80829;3436;600440;88961;34864;584
04.10.2018;187832;71940;93089;3657;655754;99314;39710;581
05.10.2018;143184;56853;83496;3093;627156;91464;34626;529
06.10.2018;107715;47311;77062;2396;569456;76444;28136;472
07.10.2018;134139;65097;63285;2555;601835;79093;35175;544
08.10.2018;168388;80712;56528;2629;716648;103883;42979;652
09.10.2018;156120;72347;72423;2756;732908;103035;39290;582
10.10.2018;126518;61222;78787;2427;662042;99174;31930;543
11.10.2018;97932;46864;71887;1994;639220;96261;28314;500
12.10.2018;79034;38418;57458;1607;618834;93138;26865;455
13.10.2018;66859;30376;47319;1523;555879;73263;26444;422
14.10.2018;69537;32116;43318;1130;562206;71897;23704;475
15.10.2018;77036;36333;41055;1277;700818;93964;28998;509
16.10.2018;87044;39954;42042;1243;733249;97962;34442;469
17.10.2018;95066;43214;45056;1288;737506;97742;31170;492
18.10.2018;121453;59612;52218;1484;736900;102493;35450;583
19.10.2018;175001;90294;56107;2013;745185;101954;40579;585
20.10.2018;203490;99828;66800;2904;625300;81584;37846;468
21.10.2018;205208;83550;76294;2675;618518;78854;37218;478
22.10.2018;227805;92056;84506;3097;708311;102168;43589;595
23.10.2018;227762;95066;85699;3069;699966;105699;56026;668
24.10.2018;209445;106330;95021;3545;712793;104498;57983;584
25.10.2018;189996;83298;100501;3706;697667;105744;61473;592
26.10.2018;209906;96988;97480;4087;694715;102542;56233;651
27.10.2018;267693;125265;99183;4877;689347;95385;62455;605
28.10.2018;327225;156425;101951;4574;678379;93409;52671;594
29.10.2018;355114;173541;116386;4809;754882;117227;63388;729
30.10.2018;272299;146201;125116;5100;696645;109704;51518;660
31.10.2018;270236;129969;134429;5277;703984;97626;52990;478
01.11.2018;259416;116179;105000;4652;705333;109467;53405;613
02.11.2018;254024;118478;110580;4826;744658;103295;50028;584
03.11.2018;284177;141100;113479;5212;672169;91908;51065;548
04.11.2018;267340;138250;109831;4965;651047;88748;45861;539
05.11.2018;234110;123367;114039;4757;763801;108480;55452;696
06.11.2018;206265;105243;109360;4806;753300;109740;49020;542
07.11.2018;201816;98100;100524;4432;755078;108699;49829;483
08.11.2018;215904;100043;96735;4672;782264;114108;50202;500
09.11.2018;224930;106765;98602;4568;748374;108702;49447;495
10.11.2018;204066;92037;101992;4010;617799;86304;45119;478
11.11.2018;192104;87155;103897;3670;609138;82558;46071;439
12.11.2018;181398;90075;102100;3839;691298;105224;47772;558
13.11.2018;194467;100352;103729;4122;703057;110240;49938;572
14.11.2018;237738;115231;99844;4312;823564;116440;53130;619
15.11.2018;293122;137786;109096;5086;835756;122039;57486;628
16.11.2018;344071;156646;119275;4788;779921;119260;61052;590
17.11.2018;395300;179387;129741;5606;735692;107221;71281;499
18.11.2018;435482;197008;140876;5630;746965;104714;62828;575
19.11.2018;443034;191889;160449;5731;814110;122011;66313;718
20.11.2018;477396;214339;167813;6806;839695;129171;73560;715
21.11.2018;481702;218300;169050;7674;917552;131963;77328;600
22.11.2018;475305;214991;180212;7677;966734;133331;80245;574
23.11.2018;467333;212611;184203;7508;918722;120459;80098;508
24.11.2018;447703;209121;185650;7403;790369;102639;76371;478
25.11.2018;424689;197287;177793;7601;741965;97947;70886;457
26.11.2018;450953;207150;171152;7294;932522;121532;79455;557
27.11.2018;486240;223639;164393;7348;927972;131571;85347;627
28.11.2018;509490;231276;176198;7473;865169;130631;84356;637
29.11.2018;468259;184882;187644;6675;818293;121525;80128;589
30.11.2018;422032;152105;192284;6375;828101;118934;77412;526
01.12.2018;368415;143767;188537;6361;706081;98901;64259;445
02.12.2018;302056;122562;178835;5704;670157;92233;59511;464
03.12.2018;248050;110283;157005;5155;719601;112538;59820;495
04.12.2018;300796;142102;143878;5398;817763;122448;70621;495
05.12.2018;379387;179657;129251;5593;844323;125429;78300;499
06.12.2018;341570;147650;149740;5628;784758;120592;68905;458
07.12.2018;274328;126516;163263;5918;719695;105751;58825;441
08.12.2018;285706;133974;148332;5641;677547;91207;51809;432
09.12.2018;293858;140749;128814;5695;688106;92305;53158;488
10.12.2018;354343;169464;142626;6291;794626;118717;75940;591
11.12.2018;410782;180802;147771;6614;898992;124328;85783;615
12.12.2018;456172;214832;166517;7374;920415;128665;89445;619
13.12.2018;499353;225016;172854;7832;946416;130696;92506;602
14.12.2018;529432;236824;179611;8042;941199;132489;92561;529
15.12.2018;544205;245967;186943;8140;837082;114819;85192;469
16.12.2018;551813;245947;194630;8223;831194;112203;85759;466
17.12.2018;517460;221224;196953;7857;915204;125443;93666;542
18.12.2018;478608;203740;199618;7809;880337;123847;90219;498
19.12.2018;462352;189632;189587;7141;855128;118361;89178;526
20.12.2018;413242;172912;178076;6938;795033;112207;85410;481
21.12.2018;350585;154516;178448;6277;724440;97601;70362;419
22.12.2018;315638;144741;162727;6415;681515;80920;65716;404
23.12.2018;323637;151913;147771;5995;671553;75703;64210;399
24.12.2018;386518;177697;147362;6138;684439;71900;75515;433
25.12.2018;392236;182384;148341;6358;668453;67745;64708;416
26.12.2018;387238;177709;167598;6538;681538;73595;68878;433
27.12.2018;387890;181274;159422;6621;760843;85316;79440;454
28.12.2018;383462;178016;156188;7223;749327;85826;76144;474
29.12.2018;361848;164044;155656;6688;675124;78832;69656;470
30.12.2018;351772;155477;151468;6481;662406;72429;76945;531
31.12.2018;356416;145100;148255;6361;656772;69107;74135;478
01.01.2019;336185;153571;148540;6207;669920;72281;68424;485
02.01.2019;418955;188801;147515;6679;810739;109078;96252;687
03.01.2019;487989;211925;157119;7358;866504;118636;100754;710
04.01.2019;460159;195803;188256;7422;803835;108553;91759;720
05.01.2019;390220;165061;196225;6762;726641;92638;82072;606
06.01.2019;403856;164858;182766;6491;747058;89365;84989;593
07.01.2019;386780;165903;162733;6780;813028;111931;82431;686
08.01.2019;382658;174693;171340;6692;796856;111632;85478;734
09.01.2019;443752;203168;170613;7035;841206;120728;96475;833
10.01.2019;496873;227154;179593;8289;940006;127387;98533;817
11.01.2019;476248;199429;191980;7953;855810;115289;82401;727
12.01.2019;416819;174786;191951;7288;727429;91846;71379;683
13.01.2019;373094;164568;179208;6909;707585;92229;62890;683
14.01.2019;424798;191895;169001;7143;850899;122502;86906;722
15.01.2019;413317;186864;163583;7068;810192;119354;78855;696
16.01.2019;378190;172484;186286;7252;829915;115835;75498;725
17.01.2019;402975;193525;177421;7302;846359;126951;82877;818
18.01.2019;477136;220889;171180;8100;954787;123287;89901;800
19.01.2019;525564;235126;180581;8493;852371;110165;92198;729
20.01.2019;576238;260091;197890;9058;865980;116060;97177;769
21.01.2019;605393;269661;205946;9776;1028551;141133;101948;819
22.01.2019;605777;268394;218672;9579;1028582;138267;102324;796
23.01.2019;625041;274423;231701;9668;1058436;151195;107641;862
24.01.2019;651975;294438;233413;10085;1078968;150824;104826;811
25.01.2019;644400;286072;248894;10489;989422;136896;101927;702
26.01.2019;534204;224270;241945;9595;803934;104083;80481;667
27.01.2019;457864;197816;229960;8819;772742;103179;71618;705
28.01.2019;466741;211836;201348;8187;889369;128411;78476;774
29.01.2019;494811;225613;185047;8202;960853;132677;94414;780
30.01.2019;528547;241596;190147;9147;960730;135299;106923;774
31.01.2019;537860;242644;202699;8762;942471;133632;100404;778
01.02.2019;530541;244085;206133;8820;948056;123565;100582;779
02.02.2019;504567;235117;203116;8836;821416;103715;97074;669
03.02.2019;511246;230986;204248;8470;823704;104237;95779;637
04.02.2019;523238;230497;197284;8454;878963;121706;95188;764
05.02.2019;495414;212364;199454;8281;923179;117883;92521;742
06.02.2019;460552;193167;194697;7733;887370;113836;92363;725
07.02.2019;428534;175395;189700;7223;851425;117148;91420;703
08.02.2019;384777;162559;178935;6943;780259;108623;84023;682
09.02.2019;334185;147699;175578;6855;690939;88652;72231;618
10.02.2019;323029;153911;160489;6618;708255;90257;71845;641
11.02.2019;372844;175872;154079;6789;823030;121028;77389;734
12.02.2019;409824;182333;159198;7038;887992;117205;78001;705
13.02.2019;382044;169338;170886;6957;860061;117840;72058;685
14.02.2019;382326;170490;172705;6745;847553;118600;69252;683
15.02.2019;372925;163325;161423;6578;797954;109172;65687;643
16.02.2019;338938;148086;151518;5976;690894;90707;57637;585
17.02.2019;322831;140042;144505;5763;692908;88475;60697;581
18.02.2019;323574;139279;135315;5392;788604;107243;65425;611
19.02.2019;323300;145426;135092;5353;770394;106233;67489;697
20.02.2019;323479;148036;134102;5608;777143;106763;59131;764
21.02.2019;309092;140063;138636;5754;778409;105214;57528;716
22.02.2019;348082;150302;137255;5358;810722;109405;74824;707
23.02.2019;413784;171316;138242;5572;740487;95266;73258;675
24.02.2019;415894;174100;164496;5933;723161;91451;63448;644
25.02.2019;385525;163115;167786;5722;783750;112026;62177;723
26.02.2019;341862;146896;154476;5315;782008;109008;63529;688
27.02.2019;305188;134243;139184;5274;753340;107731;56929;717
28.02.2019;296879;142879;136244;5098;759667;106391;64028;742
01.03.2019;325084;152271;123925;5141;775616;104993;77253;725
02.03.2019;337841;149532;127088;5039;686008;85919;70556;618
03.03.2019;279080;126868;139984;5110;632548;82048;51777;572
04.03.2019;263231;128312;141733;5258;705028;106320;58459;717
05.03.2019;309256;145718;129173;5743;741372;112662;76244;718
06.03.2019;289984;134710;129975;5568;706069;106477;69125;703
07.03.2019;255395;122089;141137;5641;687440;104805;58915;582
08.03.2019;289234;137818;129238;5204;704454;105038;65597;656
09.03.2019;292613;133967;120609;5725;627481;85584;55865;585
10.03.2019;325091;155553;131169;5699;655825;89987;71967;651
11.03.2019;390410;183535;137874;6180;768802;114907;84382;781
12.03.2019;394421;185058;148345;6592;742445;107385;67512;814
13.03.2019;373490;173501;161551;6697;739210;109298;67787;820
14.03.2019;368893;166786;150429;6583;759549;112241;66958;726
15.03.2019;328457;153602;147807;6750;705268;106246;57210;692
16.03.2019;299847;138970;150529;6439;634985;87626;53021;641
17.03.2019;287663;141869;140890;6103;633571;90376;49989;659
18.03.2019;342336;159134;140397;6464;744787;115154;71139;747
19.03.2019;374133;163405;137748;6538;800885;112248;76206;749
20.03.2019;349189;144299;151780;6212;744330;107996;62229;744
21.03.2019;282665;119347;147041;5365;721888;101957;58255;688
22.03.2019;231544;96365;126169;4650;700908;97723;57522;611
23.03.2019;219558;107362;113934;4167;606725;87398;52167;634
24.03.2019;276775;135590;108384;4831;606006;86682;58653;675
25.03.2019;337578;153098;106834;4989;700428;115483;72284;747
26.03.2019;361728;159057;120307;4957;729178;114578;74569;724
27.03.2019;341861;147210;138776;5598;722271;114023;66050;739
28.03.2019;294280;125062;139320;5492;727777;111390;64900;720
29.03.2019;248696;103543;128818;4872;688774;101687;50194;653
30.03.2019;204731;88519;117637;4214;560212;77340;37895;580
31.03.2019;252033;116218;109018;4521;622767;86619;47928;582
01.04.2019;304302;136293;93177;4478;705134;105267;48675;759
02.04.2019;272467;116206;108995;4503;681047;100344;41381;723
03.04.2019;243204;115398;113573;4497;735541;104125;36061;702
04.04.2019;240598;126643;101645;5422;749278;107550;36065;746
05.04.2019;223566;122474;88553;4844;714848;102504;38188;727
06.04.2019;178347;87326;80014;4431;578048;80080;26957;624
07.04.2019;171631;74470;83846;4236;575519;77747;28089;516
