DayOfUse;HGasSLPsyn;UnitHGasSLPsyn;HGasSLPana;UnitHGasSLPana;LGasSLPsyn;UnitLGasSLPsyn;LGasSLPana;UnitLGasSLPana;HGasRLMmT;UnitHGasRLMmT;LGasRLMmT;UnitLGasRLMmT;HGasRLMoT;UnitHGasRLMoT;LGasRLMoT;UnitLGasRLMoT;Status
27.12.2018;862477560;kWh;101217792;kWh;287731440;kWh;103259832;kWh;610137480;kWh;209265888;kWh;18104987;kWh;8054320;kWh;final
28.12.2018;862117920;kWh;106583208;kWh;289425240;kWh;113134728;kWh;616391736;kWh;209927016;kWh;18232175;kWh;10866876;kWh;final
29.12.2018;811611912;kWh;106747968;kWh;244740072;kWh;113911056;kWh;568636272;kWh;183237696;kWh;17699198;kWh;6584453;kWh;final
30.12.2018;726191976;kWh;101251536;kWh;222799272;kWh;113782200;kWh;521477904;kWh;168188880;kWh;20037606;kWh;1654604;kWh;final
31.12.2018;651713568;kWh;97234944;kWh;195108456;kWh;102375744;kWh;502069848;kWh;148338912;kWh;16842538;kWh;4295478;kWh;final
01.01.2019;634675800;kWh;95295096;kWh;191455368;kWh;101290032;kWh;506228664;kWh;164797080;kWh;16573047;kWh;2063157;kWh;final
02.01.2019;723394248;kWh;89050776;kWh;236985096;kWh;90315888;kWh;675758736;kWh;231739272;kWh;18460274;kWh;6676313;kWh;final
03.01.2019;829040112;kWh;94127736;kWh;270553488;kWh;99024576;kWh;751857480;kWh;249388896;kWh;19056784;kWh;10618562;kWh;final
04.01.2019;825759216;kWh;109271856;kWh;269531208;kWh;113321184;kWh;702249168;kWh;242725056;kWh;18739261;kWh;8311364;kWh;final
05.01.2019;746383560;kWh;110548968;kWh;233479056;kWh;115945944;kWh;592891344;kWh;212318832;kWh;18063754;kWh;10622695;kWh;final
06.01.2019;707509224;kWh;106934088;kWh;221947800;kWh;115521288;kWh;604702944;kWh;217505544;kWh;18110295;kWh;7359687;kWh;final
07.01.2019;718604136;kWh;102706872;kWh;226586928;kWh;106753920;kWh;745804104;kWh;251684616;kWh;18498798;kWh;8256558;kWh;final
08.01.2019;706255608;kWh;100240872;kWh;224686752;kWh;106262064;kWh;724494792;kWh;253688376;kWh;18327284;kWh;7528293;kWh;final
09.01.2019;777193200;kWh;103098672;kWh;255332328;kWh;108347232;kWh;789304056;kWh;282647160;kWh;19032111;kWh;15431943;kWh;final
10.01.2019;872817432;kWh;106267704;kWh;297314880;kWh;113121528;kWh;851026296;kWh;290678616;kWh;30075155;kWh;15721970;kWh;final
11.01.2019;877161096;kWh;114964992;kWh;270579288;kWh;120460104;kWh;810177648;kWh;259630704;kWh;19237440;kWh;13889236;kWh;final
12.01.2019;763279872;kWh;114628848;kWh;237240048;kWh;124817400;kWh;626762640;kWh;209043024;kWh;18397348;kWh;9890304;kWh;final
13.01.2019;673803264;kWh;108811872;kWh;209619048;kWh;114955272;kWh;579621768;kWh;198290592;kWh;18282800;kWh;6115333;kWh;final
14.01.2019;721058064;kWh;102590184;kWh;235490472;kWh;107730984;kWh;769774656;kWh;268635048;kWh;18794864;kWh;15122006;kWh;final
15.01.2019;733099608;kWh;98352144;kWh;236237712;kWh;101324280;kWh;787071960;kWh;261820584;kWh;19358286;kWh;14188909;kWh;final
16.01.2019;731196936;kWh;104746152;kWh;225214416;kWh;113331144;kWh;766559016;kWh;257836176;kWh;19378065;kWh;13143782;kWh;final
17.01.2019;735209520;kWh;104489136;kWh;247902408;kWh;111234432;kWh;755913840;kWh;272599128;kWh;19103084;kWh;12171037;kWh;final
18.01.2019;837029160;kWh;102485208;kWh;289747872;kWh;110822160;kWh;827117400;kWh;287243496;kWh;22761674;kWh;8038778;kWh;final
19.01.2019;908140032;kWh;105182304;kWh;316962648;kWh;120132192;kWh;711218616;kWh;258776088;kWh;18993230;kWh;5325275;kWh;final
20.01.2019;970335576;kWh;116561544;kWh;347359032;kWh;131511312;kWh;729929712;kWh;270274152;kWh;18680771;kWh;10403244;kWh;final
21.01.2019;1044079632;kWh;123877128;kWh;372558096;kWh;137697000;kWh;927146256;kWh;320279520;kWh;27699524;kWh;13355994;kWh;final
22.01.2019;1046514360;kWh;129692016;kWh;369583440;kWh;144568944;kWh;917568888;kWh;321016512;kWh;20352822;kWh;13068634;kWh;final
23.01.2019;1037244312;kWh;133790376;kWh;365009352;kWh;154699488;kWh;936259344;kWh;322567488;kWh;30808296;kWh;13721651;kWh;final
24.01.2019;1058888832;kWh;133789848;kWh;385903848;kWh;157331952;kWh;936969648;kWh;329658672;kWh;26847329;kWh;13580782;kWh;final
25.01.2019;1035384024;kWh;134617008;kWh;372706104;kWh;155263896;kWh;848959271;kWh;301298880;kWh;24545693;kWh;12157344;kWh;final
26.01.2019;843601824;kWh;130753104;kWh;281094408;kWh;157423104;kWh;618326424;kWh;235523328;kWh;18339275;kWh;6374252;kWh;final
27.01.2019;755128944;kWh;123355440;kWh;250273272;kWh;143923440;kWh;612044328;kWh;237812616;kWh;17429571;kWh;3834106;kWh;final
28.01.2019;798905784;kWh;110715768;kWh;266213712;kWh;120187320;kWh;807241584;kWh;289467936;kWh;18212214;kWh;10065524;kWh;final
29.01.2019;858748392;kWh;106788720;kWh;291543552;kWh;117933864;kWh;847014288;kWh;290518176;kWh;19417900;kWh;10015922;kWh;final
30.01.2019;911885160;kWh;115092408;kWh;317491128;kWh;131347536;kWh;838805400;kWh;294741576;kWh;19372333;kWh;10105610;kWh;final
31.01.2019;931152312;kWh;117532128;kWh;321484488;kWh;132016392;kWh;837037968;kWh;294579936;kWh;19020971;kWh;9829087;kWh;final
01.02.2019;881776080;kWh;120610992;kWh;311773968;kWh;139056192;kWh;779914392;kWh;274054032;kWh;18812548;kWh;10269662;kWh;final
02.02.2019;825466728;kWh;115181208;kWh;302732064;kWh;140571816;kWh;639906288;kWh;244338504;kWh;18746611;kWh;9492042;kWh;final
03.02.2019;843418512;kWh;109264536;kWh;304439232;kWh;129140472;kWh;665047752;kWh;252945696;kWh;19061408;kWh;6402420;kWh;final
04.02.2019;900893856;kWh;107378256;kWh;307086336;kWh;129948048;kWh;788002248;kWh;283052208;kWh;19751487;kWh;9091484;kWh;final
05.02.2019;889772064;kWh;114743808;kWh;286284960;kWh;128581320;kWh;882010752;kWh;280968504;kWh;19984725;kWh;10055036;kWh;final
06.02.2019;866441016;kWh;114036936;kWh;263463720;kWh;129239760;kWh;838789104;kWh;269137344;kWh;25274595;kWh;9344835;kWh;final
07.02.2019;795498192;kWh;112132752;kWh;232872456;kWh;126596592;kWh;785337888;kWh;249883368;kWh;19372734;kWh;5214248;kWh;final
08.02.2019;720633336;kWh;109286472;kWh;206854296;kWh;115613184;kWh;665872632;kWh;238996560;kWh;18584733;kWh;5804422;kWh;final
09.02.2019;613310496;kWh;100185744;kWh;184629072;kWh;105077208;kWh;539175480;kWh;188473320;kWh;17963572;kWh;1489091;kWh;final
10.02.2019;570227328;kWh;90100344;kWh;182383104;kWh;101462616;kWh;551512896;kWh;214737312;kWh;18151139;kWh;1639561;kWh;final
11.02.2019;664368408;kWh;86894448;kWh;217522704;kWh;100103568;kWh;766375200;kWh;268439184;kWh;19288496;kWh;5215442;kWh;final
12.02.2019;738625848;kWh;90278568;kWh;242709864;kWh;101635272;kWh;781921752;kWh;274319568;kWh;18991633;kWh;8276352;kWh;final
13.02.2019;763083456;kWh;103833792;kWh;244188048;kWh;112222464;kWh;757691472;kWh;277979232;kWh;19640773;kWh;8983329;kWh;final
14.02.2019;757620312;kWh;106074984;kWh;249041712;kWh;114834312;kWh;728851056;kWh;265865760;kWh;20806088;kWh;9326886;kWh;final
15.02.2019;708670992;kWh;100006872;kWh;231446856;kWh;111308736;kWh;661779000;kWh;232578096;kWh;17941402;kWh;4846573;kWh;final
16.02.2019;651716856;kWh;93785736;kWh;206107200;kWh;103137528;kWh;551537232;kWh;192545832;kWh;17025882;kWh;1456889;kWh;final
17.02.2019;616566408;kWh;84460632;kWh;189498264;kWh;89277192;kWh;544638984;kWh;198546768;kWh;16863955;kWh;1620913;kWh;final
18.02.2019;615239064;kWh;81131616;kWh;188309184;kWh;83639760;kWh;670606080;kWh;231094440;kWh;17615452;kWh;4755992;kWh;final
19.02.2019;600763152;kWh;79662360;kWh;185749848;kWh;81655296;kWh;687349656;kWh;237533304;kWh;17030840;kWh;4669941;kWh;final
20.02.2019;605137728;kWh;77532312;kWh;193365672;kWh;80001984;kWh;695171424;kWh;243564336;kWh;17203399;kWh;4711463;kWh;final
21.02.2019;569993664;kWh;77773800;kWh;185418240;kWh;84287616;kWh;647604552;kWh;235580808;kWh;17044781;kWh;4815078;kWh;final
22.02.2019;530456376;kWh;76519536;kWh;175764840;kWh;86526816;kWh;614731992;kWh;229768656;kWh;17322326;kWh;7993510;kWh;final
23.02.2019;614160888;kWh;72753192;kWh;196972104;kWh;82490640;kWh;547617264;kWh;203654880;kWh;17389550;kWh;1725615;kWh;final
24.02.2019;668070552;kWh;78050904;kWh;211523184;kWh;79806408;kWh;549266160;kWh;205135464;kWh;17545284;kWh;1753667;kWh;final
25.02.2019;626051112;kWh;86429472;kWh;201663552;kWh;86922552;kWh;654594888;kWh;240797664;kWh;17530085;kWh;4817069;kWh;final
26.02.2019;557167584;kWh;82990944;kWh;182789592;kWh;82650192;kWh;647000328;kWh;235113864;kWh;16720099;kWh;4992860;kWh;final
27.02.2019;506165952;kWh;74381832;kWh;164955288;kWh;76156320;kWh;608621040;kWh;226860576;kWh;16029319;kWh;4928826;kWh;final
28.02.2019;456878832;kWh;68870328;kWh;160511352;kWh;71827224;kWh;564641784;kWh;232572840;kWh;16555061;kWh;4669916;kWh;final
01.03.2019;485751648;kWh;64901472;kWh;169506072;kWh;67178568;kWh;590713008;kWh;234437232;kWh;19930196;kWh;7100358;kWh;final
02.03.2019;480475992;kWh;60845472;kWh;166915368;kWh;69778248;kWh;481190400;kWh;189533736;kWh;15390552;kWh;1532075;kWh;final
03.03.2019;435648768;kWh;70561080;kWh;142558920;kWh;80657208;kWh;449324928;kWh;177763008;kWh;15081877;kWh;1605242;kWh;final
04.03.2019;460063848;kWh;71113872;kWh;147010320;kWh;79776696;kWh;605514288;kWh;217516464;kWh;17168346;kWh;4454490;kWh;final
05.03.2019;525975144;kWh;66638280;kWh;172399104;kWh;75271128;kWh;636449232;kWh;241712856;kWh;17091931;kWh;4708026;kWh;final
06.03.2019;467790120;kWh;72011808;kWh;148888728;kWh;82202064;kWh;577729224;kWh;224392896;kWh;16692535;kWh;4729618;kWh;final
07.03.2019;469555584;kWh;77694768;kWh;146158992;kWh;90372792;kWh;580764960;kWh;223384656;kWh;16465595;kWh;4560085;kWh;final
08.03.2019;499377408;kWh;67963200;kWh;162385320;kWh;79230024;kWh;579331920;kWh;229527096;kWh;16577234;kWh;4521757;kWh;final
09.03.2019;470957160;kWh;69286344;kWh;155769720;kWh;83547672;kWh;473882544;kWh;185226912;kWh;16320057;kWh;1499874;kWh;final
10.03.2019;481104600;kWh;73411248;kWh;180254688;kWh;83951424;kWh;512020080;kWh;201648720;kWh;16526037;kWh;2228928;kWh;final
11.03.2019;619193160;kWh;74075208;kWh;218774952;kWh;82534056;kWh;698120928;kWh;270357840;kWh;18066376;kWh;6020271;kWh;final
12.03.2019;631074696;kWh;76754712;kWh;221089464;kWh;91119528;kWh;633317904;kWh;249303432;kWh;17695925;kWh;4819064;kWh;final
13.03.2019;633501360;kWh;91656552;kWh;216256584;kWh;107340816;kWh;643518840;kWh;251413272;kWh;17542344;kWh;4919073;kWh;final
14.03.2019;629451504;kWh;82343088;kWh;208073160;kWh;99273384;kWh;649126728;kWh;248658528;kWh;17506651;kWh;4787509;kWh;final
15.03.2019;538074600;kWh;84025128;kWh;181903920;kWh;104276352;kWh;587112008;kWh;228225456;kWh;16956029;kWh;4717482;kWh;final
16.03.2019;447648984;kWh;85410432;kWh;155369808;kWh;101356176;kWh;474759264;kWh;194642184;kWh;16473047;kWh;1382277;kWh;final
17.03.2019;473660376;kWh;77866320;kWh;166603848;kWh;91878600;kWh;493144080;kWh;198044976;kWh;16256482;kWh;1638200;kWh;final
18.03.2019;595671504;kWh;73331208;kWh;203860968;kWh;86907768;kWh;657980616;kWh;259611144;kWh;17595032;kWh;4871064;kWh;final
19.03.2019;656131176;kWh;76928088;kWh;222815616;kWh;92338944;kWh;681497448;kWh;257659896;kWh;21408437;kWh;8789583;kWh;final
20.03.2019;645757104;kWh;85250256;kWh;203519664;kWh;98745840;kWh;662064744;kWh;246013104;kWh;16956192;kWh;8468925;kWh;final
21.03.2019;573892848;kWh;80931960;kWh;172145472;kWh;94010208;kWh;628732416;kWh;228386496;kWh;16235270;kWh;8112971;kWh;final
22.03.2019;476100408;kWh;73491768;kWh;142273944;kWh;84530424;kWh;568500576;kWh;211002984;kWh;15885547;kWh;8991978;kWh;final
23.03.2019;414425736;kWh;64147512;kWh;139679400;kWh;67719840;kWh;450931896;kWh;183458376;kWh;15237886;kWh;5987803;kWh;final
24.03.2019;433272960;kWh;57698472;kWh;162234816;kWh;57688896;kWh;461596464;kWh;188326608;kWh;15555621;kWh;6104303;kWh;final
25.03.2019;537343056;kWh;59045640;kWh;192563544;kWh;68550528;kWh;620879424;kWh;239095344;kWh;16813493;kWh;9117003;kWh;final
26.03.2019;599234328;kWh;61897224;kWh;205595136;kWh;71518128;kWh;646375512;kWh;241439856;kWh;16895454;kWh;9915283;kWh;final
27.03.2019;586727664;kWh;73389096;kWh;194818104;kWh;84806256;kWh;634339416;kWh;242144784;kWh;21905409;kWh;9527150;kWh;final
28.03.2019;532855344;kWh;73264704;kWh;169297608;kWh;86014776;kWh;604732536;kWh;224604408;kWh;20582758;kWh;9979205;kWh;final
29.03.2019;451716456;kWh;69301392;kWh;144923592;kWh;77380584;kWh;550802160;kWh;203731176;kWh;21754308;kWh;9861972;kWh;final
30.03.2019;364119463;kWh;59624119;kWh;117258301;kWh;69634064;kWh;416951093;kWh;153622382;kWh;14988609;kWh;5713187;kWh;final
31.03.2019;379867800;kWh;54013848;kWh;138454920;kWh;60487488;kWh;438530664;kWh;177692424;kWh;15274167;kWh;6457095;kWh;final
01.04.2019;398973768;kWh;46656264;kWh;139271136;kWh;50644872;kWh;556995168;kWh;218144688;kWh;16082589;kWh;9879506;kWh;final
02.04.2019;357516648;kWh;48901920;kWh;125301072;kWh;58313784;kWh;532739880;kWh;214815912;kWh;15839033;kWh;9600330;kWh;final
03.04.2019;401825616;kWh;53209752;kWh;145531896;kWh;61007016;kWh;604946544;kWh;229911072;kWh;16006870;kWh;9912594;kWh;final
04.04.2019;509299104;kWh;50940144;kWh;170040816;kWh;61408560;kWh;651890976;kWh;244258704;kWh;15923243;kWh;10156132;kWh;final
05.04.2019;534299472;kWh;56100312;kWh;179566632;kWh;70959096;kWh;613158744;kWh;228133704;kWh;22836867;kWh;9466291;kWh;final
06.04.2019;413263104;kWh;61120440;kWh;127849224;kWh;79606632;kWh;443912016;kWh;169556088;kWh;15089621;kWh;1827216;kWh;final
07.04.2019;360740568;kWh;60552864;kWh;104511984;kWh;78506520;kWh;430640928;kWh;162859704;kWh;12780216;kWh;1304469;kWh;final
08.04.2019;341347128;kWh;48751560;kWh;96925056;kWh;58322424;kWh;535880544;kWh;206908224;kWh;10953358;kWh;9160656;kWh;final
09.04.2019;341314560;kWh;43222320;kWh;108622512;kWh;46276200;kWh;559782168;kWh;211137624;kWh;10201985;kWh;9642086;kWh;final
10.04.2019;402101184;kWh;47645448;kWh;139116192;kWh;48101808;kWh;587539056;kWh;221527752;kWh;11211491;kWh;9865442;kWh;final
11.04.2019;510753552;kWh;50639280;kWh;178648656;kWh;52899144;kWh;621154416;kWh;228439272;kWh;12370762;kWh;10038041;kWh;final
12.04.2019;608963616;kWh;60207264;kWh;210368832;kWh;63926256;kWh;634520112;kWh;231516528;kWh;15991667;kWh;10388630;kWh;final
13.04.2019;659614920;kWh;67241208;kWh;233584536;kWh;70841544;kWh;534750000;kWh;203481096;kWh;16221846;kWh;9557964;kWh;final
14.04.2019;661116288;kWh;74220744;kWh;230966160;kWh;85366032;kWh;529171632;kWh;195939144;kWh;16167862;kWh;6541087;kWh;final
15.04.2019;542270424;kWh;71754552;kWh;186300168;kWh;88418424;kWh;584373960;kWh;210469416;kWh;15841241;kWh;9774304;kWh;final
16.04.2019;437743440;kWh;65953536;kWh;143745216;kWh;78531120;kWh;554133024;kWh;202857768;kWh;15489043;kWh;9634242;kWh;final
17.04.2019;338282064;kWh;53166168;kWh;105305952;kWh;59881032;kWh;563009332;kWh;205222608;kWh;15665699;kWh;9174252;kWh;final
18.04.2019;266522304;kWh;43913136;kWh;79631304;kWh;48385248;kWh;479051040;kWh;175530888;kWh;14958189;kWh;8286053;kWh;final
19.04.2019;210092520;kWh;38725896;kWh;62781432;kWh;43474176;kWh;351889080;kWh;137146632;kWh;14351477;kWh;4736630;kWh;final
20.04.2019;184034664;kWh;32601720;kWh;57147960;kWh;33086064;kWh;332266632;kWh;134826144;kWh;14065885;kWh;4537237;kWh;final
21.04.2019;177206112;kWh;27929952;kWh;56399880;kWh;26794560;kWh;313320624;kWh;109468488;kWh;13722681;kWh;4373217;kWh;final
22.04.2019;165551640;kWh;26024112;kWh;50719056;kWh;23705400;kWh;330763152;kWh;119219808;kWh;13795061;kWh;3917986;kWh;final
23.04.2019;160696560;kWh;24974280;kWh;50300640;kWh;22532736;kWh;457079928;kWh;161802096;kWh;14698387;kWh;4110033;kWh;final
24.04.2019;141643176;kWh;23479320;kWh;43769856;kWh;21063792;kWh;467321736;kWh;168058848;kWh;13620506;kWh;4207722;kWh;final
25.04.2019;152169792;kWh;24251856;kWh;49234776;kWh;22249128;kWh;500924424;kWh;169206960;kWh;13714339;kWh;4465365;kWh;final
26.04.2019;233553168;kWh;24049752;kWh;69213840;kWh;22259616;kWh;522236016;kWh;170285376;kWh;14895619;kWh;4471832;kWh;final
27.04.2019;314032632;kWh;26223096;kWh;100255824;kWh;26789880;kWh;415649592;kWh;150306096;kWh;14681546;kWh;1178670;kWh;final
28.04.2019;418302864;kWh;38473800;kWh;131592888;kWh;34202952;kWh;450864456;kWh;157380528;kWh;14522448;kWh;1225967;kWh;final
29.04.2019;439823424;kWh;42752688;kWh;135005592;kWh;42167976;kWh;569523648;kWh;186173952;kWh;15216425;kWh;4587316;kWh;final
30.04.2019;370140192;kWh;44588088;kWh;111862752;kWh;47950848;kWh;535235064;kWh;173381880;kWh;15077748;kWh;4532192;kWh;final
01.05.2019;303771528;kWh;46708704;kWh;95153280;kWh;46756824;kWh;411218592;kWh;146290416;kWh;15017176;kWh;1068201;kWh;final
02.05.2019;300587496;kWh;42688296;kWh;104804808;kWh;39293472;kWh;520391832;kWh;175148496;kWh;14821366;kWh;4707919;kWh;final
03.05.2019;351883896;kWh;39544488;kWh;127870728;kWh;43408824;kWh;546438000;kWh;175307232;kWh;15130235;kWh;4717505;kWh;final
04.05.2019;463611240;kWh;41490672;kWh;159755640;kWh;47721264;kWh;475137528;kWh;163047384;kWh;15308002;kWh;1358162;kWh;final
05.05.2019;522486408;kWh;50208168;kWh;176323464;kWh;53722416;kWh;483133128;kWh;165216792;kWh;15350474;kWh;1365369;kWh;final
06.05.2019;554488560;kWh;59194344;kWh;190002384;kWh;65718864;kWh;601236888;kWh;200791560;kWh;15617185;kWh;5147257;kWh;final
07.05.2019;514139904;kWh;62002584;kWh;176209920;kWh;67972632;kWh;590516040;kWh;195170592;kWh;16013399;kWh;5081262;kWh;final
08.05.2019;416839128;kWh;59334984;kWh;139134504;kWh;69244008;kWh;566300688;kWh;190057248;kWh;15361423;kWh;4757100;kWh;final
09.05.2019;349101576;kWh;51119208;kWh;115450992;kWh;61901976;kWh;550317336;kWh;180324864;kWh;15621780;kWh;5709731;kWh;final
10.05.2019;309308760;kWh;49010088;kWh;109815408;kWh;61931928;kWh;515923104;kWh;174349728;kWh;14875782;kWh;5252859;kWh;final
11.05.2019;315572688;kWh;44578536;kWh;120044088;kWh;51895992;kWh;427439232;kWh;145695264;kWh;14760133;kWh;1256593;kWh;final
12.05.2019;368402736;kWh;43455792;kWh;132326280;kWh;52822440;kWh;443595432;kWh;151312656;kWh;13824494;kWh;1377618;kWh;final
13.05.2019;405438048;kWh;48131256;kWh;140953368;kWh;53978832;kWh;556307592;kWh;178232496;kWh;15017306;kWh;5719450;kWh;final
14.05.2019;426003672;kWh;53909760;kWh;135968160;kWh;55000392;kWh;566823120;kWh;181874232;kWh;15484009;kWh;5500859;kWh;final
15.05.2019;420605664;kWh;48251280;kWh;128018856;kWh;50131296;kWh;572267832;kWh;186592896;kWh;15320091;kWh;4696427;kWh;final
16.05.2019;403225872;kWh;48111864;kWh;125757672;kWh;47357856;kWh;555402576;kWh;202673448;kWh;14899860;kWh;4771785;kWh;final
17.05.2019;301034544;kWh;48384288;kWh;97833168;kWh;43610088;kWh;487865544;kWh;191145216;kWh;14711297;kWh;5004642;kWh;final
18.05.2019;216569352;kWh;45829392;kWh;68294496;kWh;46092768;kWh;374652960;kWh;138240072;kWh;13857557;kWh;988121;kWh;final
19.05.2019;181575048;kWh;36488664;kWh;54456648;kWh;44592312;kWh;369640992;kWh;141930984;kWh;14032265;kWh;946371;kWh;final
20.05.2019;180394344;kWh;29126832;kWh;52187664;kWh;30684672;kWh;506696256;kWh;189624624;kWh;14697769;kWh;5523309;kWh;final
21.05.2019;199678152;kWh;26779728;kWh;59892168;kWh;28426344;kWh;527082744;kWh;200360688;kWh;14577748;kWh;5861051;kWh;final
22.05.2019;212750328;kWh;32555904;kWh;66880944;kWh;33805848;kWh;527788536;kWh;205745712;kWh;14525733;kWh;6125016;kWh;final
23.05.2019;206430600;kWh;38563464;kWh;64703568;kWh;41741496;kWh;506641512;kWh;193680384;kWh;14394025;kWh;7000965;kWh;final
24.05.2019;181655280;kWh;36301440;kWh;55729344;kWh;36599256;kWh;466830226;kWh;175880736;kWh;14120445;kWh;4545941;kWh;final
25.05.2019;177180024;kWh;28714176;kWh;63142944;kWh;27137472;kWh;382315944;kWh;149727792;kWh;13721649;kWh;1128148;kWh;final
26.05.2019;156850008;kWh;23258208;kWh;53775096;kWh;23052720;kWh;356292000;kWh;138491880;kWh;13583253;kWh;1059790;kWh;final
27.05.2019;153120504;kWh;23215056;kWh;51556104;kWh;25090872;kWh;474927768;kWh;182164800;kWh;13791605;kWh;5039427;kWh;final
28.05.2019;202443000;kWh;23091648;kWh;70355928;kWh;23397696;kWh;507979656;kWh;184136736;kWh;15055062;kWh;5953912;kWh;final
29.05.2019;241620216;kWh;24806760;kWh;80694768;kWh;24494592;kWh;491844840;kWh;170604024;kWh;21958717;kWh;4690521;kWh;final
30.05.2019;204330240;kWh;30046824;kWh;62725656;kWh;29835720;kWh;361824624;kWh;139003272;kWh;14140877;kWh;1073734;kWh;final
31.05.2019;153223032;kWh;27900864;kWh;44391360;kWh;26300400;kWh;401612376;kWh;143927448;kWh;13886073;kWh;4828419;kWh;final
01.06.2019;108191952;kWh;24042096;kWh;31494696;kWh;24424872;kWh;340709664;kWh;119116680;kWh;13189258;kWh;928545;kWh;final
02.06.2019;82369152;kWh;20825976;kWh;23635104;kWh;17909592;kWh;329749464;kWh;110995728;kWh;12707625;kWh;661398;kWh;final
03.06.2019;78700872;kWh;17321160;kWh;23980056;kWh;15080472;kWh;448943064;kWh;163642488;kWh;13376013;kWh;5504596;kWh;final
04.06.2019;73899936;kWh;14588712;kWh;22928112;kWh;12762504;kWh;447044352;kWh;158225544;kWh;13419594;kWh;4577142;kWh;final
05.06.2019;69465768;kWh;13917960;kWh;20828496;kWh;12770328;kWh;444453024;kWh;161385072;kWh;10346329;kWh;4812850;kWh;final
06.06.2019;100274280;kWh;13304976;kWh;30971352;kWh;12960768;kWh;491045184;kWh;171022248;kWh;13620138;kWh;5894545;kWh;final
07.06.2019;102422016;kWh;12773280;kWh;32179992;kWh;11981784;kWh;456498096;kWh;152029128;kWh;13875957;kWh;4159919;kWh;final
08.06.2019;127906200;kWh;16832424;kWh;40575624;kWh;16370304;kWh;344499960;kWh;111274416;kWh;13379442;kWh;955918;kWh;final
09.06.2019;124249920;kWh;15942696;kWh;42476784;kWh;15791808;kWh;334847592;kWh;106802904;kWh;13309283;kWh;917097;kWh;final
10.06.2019;115852104;kWh;16302504;kWh;38671056;kWh;17707704;kWh;368511984;kWh;126235488;kWh;13200682;kWh;1010807;kWh;final
11.06.2019;127529256;kWh;14594784;kWh;42419616;kWh;15587208;kWh;480582732;kWh;164165712;kWh;21838362;kWh;8622108;kWh;final
12.06.2019;126024552;kWh;14727816;kWh;40767168;kWh;13988856;kWh;492753312;kWh;168604488;kWh;13848501;kWh;7779278;kWh;final
13.06.2019;116195880;kWh;15177168;kWh;37264536;kWh;15116232;kWh;486395232;kWh;168965424;kWh;20438874;kWh;8546931;kWh;final
14.06.2019;94247400;kWh;16168608;kWh;29895960;kWh;16035048;kWh;452161800;kWh;158478240;kWh;13397422;kWh;9033624;kWh;final
15.06.2019;88905576;kWh;14804592;kWh;29830872;kWh;15974928;kWh;373006056;kWh;127360728;kWh;13393979;kWh;4181968;kWh;final
16.06.2019;96496920;kWh;13325040;kWh;30853416;kWh;13285056;kWh;384215352;kWh;141440400;kWh;13877310;kWh;4229625;kWh;final
17.06.2019;89599128;kWh;12859320;kWh;27230136;kWh;12581160;kWh;472010112;kWh;163645776;kWh;13322914;kWh;9072755;kWh;final
18.06.2019;79656048;kWh;14699952;kWh;23251872;kWh;12991344;kWh;465495264;kWh;162280488;kWh;13132718;kWh;9125155;kWh;final
19.06.2019;71682312;kWh;13236408;kWh;21590760;kWh;12189528;kWh;454366608;kWh;156858216;kWh;13316587;kWh;9398019;kWh;final
20.06.2019;79416816;kWh;12339336;kWh;25213848;kWh;11128512;kWh;387908160;kWh;138544800;kWh;13138811;kWh;8870150;kWh;final
21.06.2019;92491656;kWh;11617968;kWh;31573416;kWh;11069376;kWh;407196552;kWh;147477360;kWh;13392991;kWh;8687403;kWh;final
22.06.2019;94988424;kWh;12444408;kWh;31649112;kWh;11917512;kWh;345291192;kWh;127475976;kWh;13433605;kWh;4326441;kWh;final
23.06.2019;81099264;kWh;12860328;kWh;23954640;kWh;12574584;kWh;333500928;kWh;115732344;kWh;13328378;kWh;4304224;kWh;final
24.06.2019;69835296;kWh;12845424;kWh;19885752;kWh;11611152;kWh;445453988;kWh;156265176;kWh;13017172;kWh;8535216;kWh;final
25.06.2019;61543248;kWh;12825960;kWh;16962480;kWh;10462440;kWh;475182946;kWh;155629176;kWh;12433218;kWh;9765584;kWh;final
26.06.2019;57233256;kWh;11669040;kWh;16721664;kWh;9892008;kWh;463160544;kWh;153213360;kWh;16673577;kWh;9275841;kWh;final
27.06.2019;60316056;kWh;11353512;kWh;20282232;kWh;9449328;kWh;447103536;kWh;164641416;kWh;15790914;kWh;9065370;kWh;final
28.06.2019;67071528;kWh;11057040;kWh;23138136;kWh;9604296;kWh;437042760;kWh;161108856;kWh;12308846;kWh;9596691;kWh;final
29.06.2019;61869432;kWh;11090232;kWh;19171488;kWh;10196160;kWh;338645712;kWh;127283352;kWh;11735028;kWh;4608012;kWh;final
30.06.2019;57782616;kWh;11369688;kWh;17581848;kWh;10422672;kWh;321286752;kWh;122278608;kWh;11493328;kWh;4505378;kWh;final
01.07.2019;63418440;kWh;10973328;kWh;20891544;kWh;9403152;kWh;459487992;kWh;153330600;kWh;12021703;kWh;8960463;kWh;final
02.07.2019;77198352;kWh;10527528;kWh;26917848;kWh;9594144;kWh;489648696;kWh;162832872;kWh;12526393;kWh;8946029;kWh;final
03.07.2019;89339880;kWh;11124768;kWh;32907168;kWh;10240056;kWh;487454520;kWh;163246656;kWh;12441119;kWh;8937881;kWh;final
