DayOfUse;HGasSLPsyn;UnitHGasSLPsyn;HGasSLPana;UnitHGasSLPana;LGasSLPsyn;UnitLGasSLPsyn;LGasSLPana;UnitLGasSLPana;HGasRLMmT;UnitHGasRLMmT;LGasRLMmT;UnitLGasRLMmT;HGasRLMoT;UnitHGasRLMoT;LGasRLMoT;UnitLGasRLMoT;Status
05.11.2012;472945992;kWh;65139168;kWh;186264000;kWh;80316792;kWh;162093648;kWh;77617128;kWh;522815125;kWh;197254532;kWh;final
06.11.2012;543398976;kWh;64773960;kWh;195862248;kWh;76221288;kWh;181513608;kWh;77117904;kWh;534302618;kWh;200003251;kWh;final
07.11.2012;525954840;kWh;70698456;kWh;173368632;kWh;80200008;kWh;172686192;kWh;74584488;kWh;534626613;kWh;185331122;kWh;final
08.11.2012;509667912;kWh;75347112;kWh;165121632;kWh;78665304;kWh;167343024;kWh;71966472;kWh;529234371;kWh;186004630;kWh;final
09.11.2012;495973680;kWh;74504232;kWh;160345536;kWh;75049776;kWh;146715816;kWh;65783304;kWh;525330603;kWh;187643525;kWh;final
10.11.2012;407538768;kWh;69977136;kWh;137916288;kWh;72395616;kWh;110345136;kWh;51944568;kWh;413877289;kWh;149002059;kWh;final
11.11.2012;409612944;kWh;65064264;kWh;146547624;kWh;68973144;kWh;103176192;kWh;57525408;kWh;431035600;kWh;154960372;kWh;final
12.11.2012;494835984;kWh;63941376;kWh;179044056;kWh;64971672;kWh;175439712;kWh;77842104;kWh;539889554;kWh;192303210;kWh;final
13.11.2012;547340568;kWh;66915984;kWh;203112024;kWh;66658152;kWh;179812176;kWh;80110584;kWh;567268311;kWh;203412426;kWh;final
14.11.2012;599878800;kWh;72546816;kWh;219515736;kWh;75948720;kWh;177376440;kWh;82421328;kWh;578081716;kWh;203019382;kWh;final
15.11.2012;662130120;kWh;76212408;kWh;243889392;kWh;76310424;kWh;197076792;kWh;85443888;kWh;605444801;kWh;212297186;kWh;final
16.11.2012;683927592;kWh;79212144;kWh;257434416;kWh;79935336;kWh;190040568;kWh;80438304;kWh;573298187;kWh;208703203;kWh;final
17.11.2012;615146664;kWh;82859160;kWh;228642456;kWh;91055544;kWh;118760856;kWh;63285000;kWh;483621161;kWh;167080649;kWh;final
18.11.2012;560528832;kWh;84569424;kWh;202362408;kWh;96823968;kWh;116447088;kWh;63563064;kWh;471468935;kWh;166701614;kWh;final
19.11.2012;559467168;kWh;82941000;kWh;194203344;kWh;87407496;kWh;196273536;kWh;77485944;kWh;582179901;kWh;207314617;kWh;final
20.11.2012;595847832;kWh;80541768;kWh;197707488;kWh;79009800;kWh;194873088;kWh;81368496;kWh;586540011;kWh;213960487;kWh;final
21.11.2012;603649608;kWh;82716480;kWh;199390680;kWh;76461120;kWh;172190064;kWh;81824760;kWh;559709260;kWh;211270362;kWh;final
22.11.2012;560290848;kWh;84580992;kWh;195020136;kWh;81900360;kWh;171831480;kWh;78176136;kWh;553941509;kWh;207329414;kWh;final
23.11.2012;565216224;kWh;85333296;kWh;190791000;kWh;85986096;kWh;149511624;kWh;72555456;kWh;527717231;kWh;193361002;kWh;final
24.11.2012;501704352;kWh;78603552;kWh;171034728;kWh;78060744;kWh;106913376;kWh;55639272;kWh;425847411;kWh;162183671;kWh;final
25.11.2012;436807944;kWh;75102000;kWh;149525976;kWh;79631808;kWh;129966504;kWh;57976968;kWh;417745780;kWh;163182453;kWh;final
26.11.2012;456109032;kWh;70196448;kWh;154813848;kWh;76258488;kWh;181817928;kWh;78444912;kWh;521708738;kWh;196623577;kWh;final
27.11.2012;490669968;kWh;65717856;kWh;170227368;kWh;69430008;kWh;189599760;kWh;77569008;kWh;548681928;kWh;204633582;kWh;final
28.11.2012;559354056;kWh;71241672;kWh;206166432;kWh;77359608;kWh;198933864;kWh;81037944;kWh;562840766;kWh;215623566;kWh;final
29.11.2012;671960160;kWh;72761976;kWh;240613080;kWh;76325400;kWh;214079856;kWh;85351968;kWh;601795481;kWh;218730972;kWh;final
30.11.2012;769939800;kWh;79870872;kWh;274333344;kWh;84702216;kWh;206963112;kWh;82935768;kWh;607805567;kWh;225183757;kWh;final
01.12.2012;808834920;kWh;96867336;kWh;285509280;kWh;95701488;kWh;143672856;kWh;70347120;kWh;527766204;kWh;196180466;kWh;final
02.12.2012;800320080;kWh;103990896;kWh;287693832;kWh;101220360;kWh;146203176;kWh;73039968;kWh;534376815;kWh;200115888;kWh;final
03.12.2012;805562832;kWh;106611360;kWh;295859760;kWh;103777488;kWh;222226296;kWh;91562256;kWh;628532558;kWh;244694612;kWh;final
04.12.2012;743082024;kWh;107890632;kWh;278846616;kWh;104086608;kWh;194503584;kWh;90255024;kWh;621798876;kWh;234688137;kWh;final
05.12.2012;776829936;kWh;107898504;kWh;299376168;kWh;108389472;kWh;228093048;kWh;92158320;kWh;639043550;kWh;244834562;kWh;final
06.12.2012;850318728;kWh;105826416;kWh;322208736;kWh;109710552;kWh;236713224;kWh;96236712;kWh;675015927;kWh;252110513;kWh;final
07.12.2012;871907568;kWh;110275872;kWh;325002360;kWh;108761928;kWh;241856472;kWh;94800816;kWh;656629209;kWh;251819867;kWh;final
08.12.2012;903584064;kWh;121315512;kWh;348931560;kWh;118727448;kWh;189082104;kWh;84022320;kWh;597758499;kWh;229530835;kWh;final
09.12.2012;884245536;kWh;128651808;kWh;329826024;kWh;128990760;kWh;167550624;kWh;81314328;kWh;579575704;kWh;206507216;kWh;final
10.12.2012;832537440;kWh;133347192;kWh;321857424;kWh;133595880;kWh;245087640;kWh;97755336;kWh;663236379;kWh;243957831;kWh;final
11.12.2012;907305792;kWh;126811680;kWh;344258712;kWh;121797912;kWh;250932408;kWh;101194608;kWh;716042090;kWh;259478843;kWh;final
12.12.2012;960275904;kWh;124112328;kWh;351190416;kWh;121986744;kWh;278275200;kWh;103626264;kWh;746089681;kWh;260806474;kWh;final
13.12.2012;955251552;kWh;130728960;kWh;353079720;kWh;129924144;kWh;252832704;kWh;103094640;kWh;726820136;kWh;255511831;kWh;final
14.12.2012;812445000;kWh;131242488;kWh;303216096;kWh;128200512;kWh;206167224;kWh;85887792;kWh;596618342;kWh;219162699;kWh;final
15.12.2012;638679096;kWh;127662624;kWh;238356576;kWh;132073224;kWh;120776832;kWh;64431816;kWh;487352460;kWh;174616307;kWh;final
16.12.2012;579994920;kWh;116593752;kWh;213016704;kWh;110888280;kWh;120044400;kWh;67124256;kWh;478227724;kWh;175162862;kWh;final
17.12.2012;573719736;kWh;96376608;kWh;207539640;kWh;91995912;kWh;185959680;kWh;77963256;kWh;568384449;kWh;200963641;kWh;final
18.12.2012;612108936;kWh;93920952;kWh;218463120;kWh;89577936;kWh;191626656;kWh;77977536;kWh;573184087;kWh;203092588;kWh;final
19.12.2012;670361280;kWh;93742752;kWh;240117240;kWh;87310008;kWh;190789440;kWh;78790032;kWh;573386410;kWh;204100125;kWh;final
20.12.2012;727358952;kWh;96896616;kWh;255765648;kWh;88890072;kWh;158045856;kWh;79618200;kWh;548990614;kWh;200874833;kWh;final
21.12.2012;662653608;kWh;99226008;kWh;248505936;kWh;93440880;kWh;133163544;kWh;69074136;kWh;496842238;kWh;176007491;kWh;final
22.12.2012;612437400;kWh;105535224;kWh;240318744;kWh;105572208;kWh;106673736;kWh;54530496;kWh;400172629;kWh;145297385;kWh;final
23.12.2012;444814296;kWh;96999768;kWh;175118232;kWh;100220208;kWh;98411616;kWh;45582216;kWh;336134956;kWh;125264847;kWh;final
24.12.2012;389717952;kWh;87652392;kWh;145815408;kWh;86964024;kWh;101813832;kWh;40988712;kWh;325062260;kWh;121874912;kWh;final
25.12.2012;388240464;kWh;73910280;kWh;139832976;kWh;76449072;kWh;89171640;kWh;41914704;kWh;324250533;kWh;122803274;kWh;final
26.12.2012;437967120;kWh;67554408;kWh;151654344;kWh;67988184;kWh;97041720;kWh;45926160;kWh;343921926;kWh;128668220;kWh;final
27.12.2012;469196112;kWh;68103000;kWh;167986032;kWh;66153000;kWh;111451752;kWh;51503520;kWh;379078735;kWh;138434388;kWh;final
28.12.2012;575023152;kWh;76645656;kWh;213201936;kWh;74994384;kWh;113418432;kWh;52318248;kWh;389476068;kWh;140267586;kWh;final
29.12.2012;516823296;kWh;79975992;kWh;176894256;kWh;78426672;kWh;100396608;kWh;42955344;kWh;353018092;kWh;123887178;kWh;final
30.12.2012;517557552;kWh;84698448;kWh;177702480;kWh;82506864;kWh;115510032;kWh;45871080;kWh;349220294;kWh;130223430;kWh;final
31.12.2012;509428248;kWh;79310496;kWh;153700704;kWh;72440304;kWh;120567288;kWh;46598304;kWh;354827138;kWh;123052810;kWh;final
01.01.2013;553789296;kWh;86149944;kWh;180527712;kWh;80341080;kWh;119876400;kWh;51545520;kWh;374433499;kWh;138437733;kWh;final
02.01.2013;623120880;kWh;90010920;kWh;205388952;kWh;82417560;kWh;139398480;kWh;65718336;kWh;486366525;kWh;165797313;kWh;final
03.01.2013;588367176;kWh;90202368;kWh;182939064;kWh;79607832;kWh;154414752;kWh;62164008;kWh;496261668;kWh;158352843;kWh;final
04.01.2013;500254680;kWh;97281672;kWh;162356208;kWh;87099288;kWh;141525816;kWh;59678208;kWh;469498069;kWh;160265143;kWh;final
05.01.2013;489032256;kWh;92169312;kWh;162577224;kWh;78023328;kWh;106932192;kWh;54155760;kWh;431110479;kWh;150909004;kWh;final
06.01.2013;501274320;kWh;85456968;kWh;168103104;kWh;75017928;kWh;120683448;kWh;56540568;kWh;429058358;kWh;154733181;kWh;final
07.01.2013;545069136;kWh;85942296;kWh;186645024;kWh;77266896;kWh;175019400;kWh;73360368;kWh;527317595;kWh;184440931;kWh;final
08.01.2013;613386264;kWh;89308152;kWh;204745872;kWh;77730792;kWh;171163656;kWh;77498208;kWh;564711511;kWh;193447225;kWh;final
09.01.2013;646055400;kWh;91408464;kWh;216813360;kWh;78500112;kWh;180602304;kWh;79889160;kWh;582867407;kWh;210247844;kWh;final
10.01.2013;675644616;kWh;93460320;kWh;241617048;kWh;83577624;kWh;169152096;kWh;82736328;kWh;587333901;kWh;218793916;kWh;final
11.01.2013;779210472;kWh;98165880;kWh;293728128;kWh;88933224;kWh;183505824;kWh;86030016;kWh;601677707;kWh;224456113;kWh;final
12.01.2013;832998264;kWh;105750096;kWh;325166856;kWh;93799872;kWh;142845048;kWh;77866488;kWh;536394971;kWh;206721776;kWh;final
13.01.2013;891824424;kWh;119024232;kWh;351763008;kWh;115095768;kWh;152801472;kWh;83777448;kWh;552539599;kWh;215582360;kWh;final
14.01.2013;958812600;kWh;126649728;kWh;380880960;kWh;123167832;kWh;227801280;kWh;105316032;kWh;663685557;kWh;263969852;kWh;final
15.01.2013;961164408;kWh;131987376;kWh;376967328;kWh;125718888;kWh;241159104;kWh;105537024;kWh;667920257;kWh;262717360;kWh;final
16.01.2013;957573528;kWh;134031480;kWh;381442416;kWh;137640144;kWh;239341368;kWh;105280200;kWh;683997295;kWh;264100055;kWh;final
17.01.2013;982346400;kWh;135515664;kWh;388118928;kWh;139682256;kWh;239452824;kWh;103421112;kWh;685052894;kWh;262490277;kWh;final
18.01.2013;987238992;kWh;139641672;kWh;383648424;kWh;142475352;kWh;205282584;kWh;96483168;kWh;654378293;kWh;257713601;kWh;final
19.01.2013;967383192;kWh;141421992;kWh;378861312;kWh;142620264;kWh;158945760;kWh;86316168;kWh;577529361;kWh;239240029;kWh;final
20.01.2013;938034096;kWh;141033792;kWh;375173064;kWh;139963752;kWh;158613384;kWh;88496400;kWh;567773369;kWh;238639491;kWh;final
21.01.2013;933112344;kWh;145715832;kWh;374201376;kWh;146965752;kWh;193811952;kWh;105109392;kWh;647267666;kWh;270641714;kWh;final
22.01.2013;917370576;kWh;145350360;kWh;372529992;kWh;146002440;kWh;238283880;kWh;105350016;kWh;647377741;kWh;274050980;kWh;final
23.01.2013;964962912;kWh;139032552;kWh;388584864;kWh;141019176;kWh;249470568;kWh;106083552;kWh;657917363;kWh;271901360;kWh;final
24.01.2013;998869896;kWh;138431448;kWh;400967784;kWh;138397608;kWh;256693968;kWh;106526664;kWh;669255374;kWh;272933633;kWh;final
25.01.2013;1018383096;kWh;141278160;kWh;400357632;kWh;140250720;kWh;223852248;kWh;101002992;kWh;651821283;kWh;272583211;kWh;final
26.01.2013;978094272;kWh;145237344;kWh;382109496;kWh;143058432;kWh;154638984;kWh;84187392;kWh;559562932;kWh;227658442;kWh;final
27.01.2013;841729848;kWh;141593304;kWh;326583624;kWh;144459360;kWh;153619176;kWh;79229856;kWh;524831153;kWh;207874990;kWh;final
28.01.2013;787876320;kWh;137580576;kWh;300523200;kWh;142346928;kWh;168395832;kWh;92176752;kWh;583037865;kWh;223620341;kWh;final
29.01.2013;638581704;kWh;122910984;kWh;231142680;kWh;125590560;kWh;171817848;kWh;80278776;kWh;538973593;kWh;197255601;kWh;final
30.01.2013;464826120;kWh;111328152;kWh;167110704;kWh;115661112;kWh;166124496;kWh;77226840;kWh;503784804;kWh;193290552;kWh;final
31.01.2013;494993616;kWh;97367592;kWh;177686880;kWh;91150176;kWh;177035424;kWh;82412880;kWh;521223309;kWh;199453980;kWh;final
01.02.2013;518287272;kWh;84574224;kWh;197410056;kWh;79246824;kWh;145552104;kWh;76673256;kWh;521765030;kWh;206988422;kWh;final
02.02.2013;617277456;kWh;93248400;kWh;233703120;kWh;90458184;kWh;125376312;kWh;67496064;kWh;461528492;kWh;184887015;kWh;final
03.02.2013;705847056;kWh;96556632;kWh;256787784;kWh;92271408;kWh;144143952;kWh;70330776;kWh;477649941;kWh;182635614;kWh;final
04.02.2013;663511680;kWh;106509384;kWh;236742000;kWh;100771680;kWh;187932696;kWh;82793232;kWh;554954655;kWh;208186928;kWh;final
05.02.2013;683186448;kWh;113164848;kWh;256495776;kWh;105018360;kWh;183658896;kWh;90198792;kWh;573417040;kWh;219298220;kWh;final
06.02.2013;765277680;kWh;108423816;kWh;287069208;kWh;96174096;kWh;183713664;kWh;92871456;kWh;592484187;kWh;229020483;kWh;final
07.02.2013;815485728;kWh;112676784;kWh;303889320;kWh;109867200;kWh;192788736;kWh;91090248;kWh;609576913;kWh;228783418;kWh;final
08.02.2013;869080176;kWh;116078232;kWh;326524200;kWh;114236928;kWh;178006560;kWh;87753336;kWh;588851170;kWh;231576640;kWh;final
09.02.2013;893046456;kWh;120186504;kWh;336684408;kWh;114543720;kWh;143538336;kWh;76269216;kWh;520636138;kWh;209104066;kWh;final
10.02.2013;935079240;kWh;123563280;kWh;347836944;kWh;121223952;kWh;150287976;kWh;80501304;kWh;524113045;kWh;209750428;kWh;final
11.02.2013;955906416;kWh;128897112;kWh;357790368;kWh;124425096;kWh;185699376;kWh;96172992;kWh;612053943;kWh;240884843;kWh;final
12.02.2013;960021000;kWh;132560160;kWh;363751992;kWh;127330104;kWh;206571264;kWh;99477144;kWh;647724791;kWh;249080931;kWh;final
13.02.2013;964890408;kWh;137317920;kWh;367212024;kWh;134464776;kWh;219719904;kWh;100833624;kWh;655380589;kWh;255600034;kWh;final
14.02.2013;950606184;kWh;136847832;kWh;352572792;kWh;135928560;kWh;188080368;kWh;101205240;kWh;637677540;kWh;254887659;kWh;final
15.02.2013;869922864;kWh;133732776;kWh;328833720;kWh;135522168;kWh;185352960;kWh;88353960;kWh;601980825;kWh;238592019;kWh;final
16.02.2013;782340720;kWh;131715120;kWh;296958912;kWh;137379936;kWh;129643776;kWh;70086456;kWh;507367571;kWh;203386113;kWh;final
17.02.2013;786098400;kWh;121261272;kWh;289390224;kWh;122516472;kWh;133137936;kWh;72581376;kWh;503581281;kWh;206837059;kWh;final
18.02.2013;818050656;kWh;113777760;kWh;296962608;kWh;107899896;kWh;190284072;kWh;90986880;kWh;622545883;kWh;243376595;kWh;final
19.02.2013;819304392;kWh;114722784;kWh;301724256;kWh;104243424;kWh;181152960;kWh;95219280;kWh;626993360;kWh;249348005;kWh;final
20.02.2013;868498752;kWh;117763800;kWh;327527736;kWh;107494176;kWh;187512480;kWh;100133064;kWh;648688876;kWh;259123681;kWh;final
21.02.2013;944461344;kWh;123004056;kWh;352374216;kWh;116609088;kWh;207731712;kWh;102062856;kWh;674000593;kWh;267085529;kWh;final
22.02.2013;966558768;kWh;129668088;kWh;362315688;kWh;124836720;kWh;194756280;kWh;100590096;kWh;668724624;kWh;265180500;kWh;final
23.02.2013;941895432;kWh;136708008;kWh;358547112;kWh;131933088;kWh;154502928;kWh;84620760;kWh;574207392;kWh;230045935;kWh;final
24.02.2013;903959736;kWh;141274968;kWh;342682080;kWh;138586128;kWh;149685624;kWh;80327424;kWh;554789533;kWh;217388262;kWh;final
25.02.2013;886542312;kWh;139209552;kWh;329228640;kWh;141273168;kWh;219257784;kWh;96802512;kWh;637942738;kWh;247795632;kWh;final
26.02.2013;840448176;kWh;131013360;kWh;310849656;kWh;128065464;kWh;221374416;kWh;92263128;kWh;645129755;kWh;243917874;kWh;final
27.02.2013;785616216;kWh;124478376;kWh;296663136;kWh;124640424;kWh;213255384;kWh;95266680;kWh;672592683;kWh;255815777;kWh;final
28.02.2013;771393648;kWh;119879712;kWh;289867968;kWh;115367688;kWh;201738600;kWh;90486168;kWh;631746878;kWh;244209388;kWh;final
01.03.2013;776034216;kWh;121819584;kWh;291762360;kWh;121486128;kWh;196958568;kWh;85792584;kWh;613286657;kWh;233956384;kWh;final
02.03.2013;761292768;kWh;116347920;kWh;290501424;kWh;113041056;kWh;144692472;kWh;69737616;kWh;495214434;kWh;196260329;kWh;final
03.03.2013;773783688;kWh;115432536;kWh;285681840;kWh;111656136;kWh;134949168;kWh;73654680;kWh;500569887;kWh;201912296;kWh;final
04.03.2013;757905000;kWh;112085976;kWh;274061016;kWh;102559368;kWh;171311640;kWh;84646176;kWh;580849613;kWh;221881394;kWh;final
05.03.2013;684852096;kWh;111110352;kWh;242598312;kWh;107679912;kWh;148133376;kWh;78569472;kWh;553066574;kWh;209415141;kWh;final
06.03.2013;596932344;kWh;100605408;kWh;213619920;kWh;93797736;kWh;133883760;kWh;73427448;kWh;519318207;kWh;198185335;kWh;final
07.03.2013;517052832;kWh;86806392;kWh;189368640;kWh;79573464;kWh;127343136;kWh;72060168;kWh;499887713;kWh;198842279;kWh;final
08.03.2013;434102952;kWh;74430624;kWh;162358392;kWh;66584088;kWh;116722152;kWh;67322568;kWh;462313228;kWh;196367204;kWh;final
09.03.2013;412474200;kWh;70453920;kWh;171741216;kWh;66935976;kWh;96103008;kWh;58947504;kWh;392094806;kWh;179560742;kWh;final
10.03.2013;502328664;kWh;69551712;kWh;224126016;kWh;66026328;kWh;114238632;kWh;72409056;kWh;422400467;kWh;204139843;kWh;final
11.03.2013;691707120;kWh;78035496;kWh;303316488;kWh;75595872;kWh;175464864;kWh;101499264;kWh;586181584;kWh;263502718;kWh;final
12.03.2013;799335000;kWh;97417824;kWh;352446312;kWh;101780568;kWh;184569864;kWh;105150384;kWh;606818588;kWh;272819820;kWh;final
13.03.2013;888372096;kWh;114268104;kWh;377700240;kWh;125737512;kWh;204782424;kWh;100782120;kWh;643688588;kWh;268743733;kWh;final
14.03.2013;947888664;kWh;122577432;kWh;381588216;kWh;138528048;kWh;184933080;kWh;99504504;kWh;641044740;kWh;267929380;kWh;final
15.03.2013;945986376;kWh;126297624;kWh;370262616;kWh;130057128;kWh;176796144;kWh;91098312;kWh;608092519;kWh;251323037;kWh;final
16.03.2013;827537472;kWh;125011368;kWh;315686904;kWh;132155400;kWh;137854968;kWh;71311488;kWh;459991373;kWh;197162815;kWh;final
17.03.2013;733360008;kWh;120459336;kWh;280825536;kWh;122897568;kWh;144191112;kWh;74152824;kWh;445961043;kWh;200079237;kWh;final
18.03.2013;721393200;kWh;107371200;kWh;265250496;kWh;105708072;kWh;160262424;kWh;82907664;kWh;550846456;kWh;225121811;kWh;final
19.03.2013;676835712;kWh;101262816;kWh;275117304;kWh;106492152;kWh;154594608;kWh;86041800;kWh;564430670;kWh;231167674;kWh;final
20.03.2013;694017048;kWh;99771504;kWh;283480632;kWh;89890704;kWh;167270016;kWh;91965552;kWh;565781173;kWh;242522612;kWh;final
21.03.2013;725049624;kWh;100670232;kWh;299855712;kWh;98939976;kWh;176823528;kWh;93702504;kWh;576868941;kWh;252627651;kWh;final
22.03.2013;755944392;kWh;104297736;kWh;317875872;kWh;111877248;kWh;152396592;kWh;88849032;kWh;530360408;kWh;233064333;kWh;final
23.03.2013;771248616;kWh;110847696;kWh;326853600;kWh;116958168;kWh;143669016;kWh;80032512;kWh;477924724;kWh;211717218;kWh;final
24.03.2013;811115784;kWh;109000512;kWh;344295264;kWh;118729392;kWh;147891744;kWh;82653504;kWh;484624044;kWh;215127931;kWh;final
25.03.2013;866722296;kWh;123063360;kWh;352762680;kWh;126929400;kWh;199939104;kWh;97633224;kWh;598805725;kWh;245527339;kWh;final
26.03.2013;891298728;kWh;124379544;kWh;349785336;kWh;125994576;kWh;189127080;kWh;93582216;kWh;609279923;kWh;238528018;kWh;final
27.03.2013;877182336;kWh;127140168;kWh;342302856;kWh;122538720;kWh;168498984;kWh;89715168;kWh;593055991;kWh;222338483;kWh;final
28.03.2013;826731936;kWh;124290000;kWh;329623176;kWh;120420528;kWh;148658856;kWh;83532000;kWh;534528075;kWh;217902223;kWh;final
29.03.2013;768225696;kWh;117761928;kWh;314062488;kWh;112158624;kWh;119192832;kWh;72078792;kWh;445754127;kWh;189862460;kWh;final
30.03.2013;724499149;kWh;106240220;kWh;299598276;kWh;106267130;kWh;109504978;kWh;64085199;kWh;391793564;kWh;171607139;kWh;final
31.03.2013;774851400;kWh;107366328;kWh;312681288;kWh;114303744;kWh;114987072;kWh;64772304;kWh;409819661;kWh;173567337;kWh;final
01.04.2013;781860384;kWh;106226688;kWh;311197632;kWh;109196376;kWh;277288200;kWh;146770560;kWh;294853029;kWh;102722284;kWh;final
02.04.2013;781577136;kWh;109649520;kWh;305159424;kWh;110173608;kWh;345931968;kWh;178709040;kWh;365704858;kWh;122157142;kWh;final
03.04.2013;755089344;kWh;104994792;kWh;303167736;kWh;101431968;kWh;352053912;kWh;184371120;kWh;382055430;kWh;126955439;kWh;final
04.04.2013;721479456;kWh;105860424;kWh;295789392;kWh;100830504;kWh;345163488;kWh;183670488;kWh;370773755;kWh;122566525;kWh;final
05.04.2013;701154816;kWh;106704456;kWh;287578080;kWh;105930120;kWh;369601008;kWh;178454280;kWh;376833632;kWh;128369372;kWh;final
06.04.2013;667554792;kWh;101146224;kWh;271650864;kWh;102164664;kWh;289433760;kWh;150195360;kWh;311588120;kWh;103295911;kWh;final
07.04.2013;662615784;kWh;105133776;kWh;263946672;kWh;106175952;kWh;278210256;kWh;147270576;kWh;293308126;kWh;99177962;kWh;final
08.04.2013;647226000;kWh;103978296;kWh;252293280;kWh;98780016;kWh;339644256;kWh;170125464;kWh;348888737;kWh;119253654;kWh;final
09.04.2013;566133816;kWh;93562032;kWh;222045408;kWh;84340344;kWh;337865640;kWh;166196016;kWh;346265330;kWh;116531386;kWh;final
10.04.2013;495151512;kWh;84229608;kWh;195471072;kWh;80352648;kWh;339834360;kWh;160444968;kWh;335773824;kWh;115487767;kWh;final
11.04.2013;386614272;kWh;77653272;kWh;152241792;kWh;78438720;kWh;312541176;kWh;150718416;kWh;328295846;kWh;112825600;kWh;final
12.04.2013;348504480;kWh;74304480;kWh;134694024;kWh;78087960;kWh;268324848;kWh;140408952;kWh;300710631;kWh;98422887;kWh;final
13.04.2013;326417304;kWh;65088024;kWh;123984936;kWh;63615624;kWh;228500688;kWh;115573656;kWh;234640210;kWh;78408265;kWh;final
14.04.2013;251786112;kWh;60890928;kWh;92915160;kWh;57250488;kWh;204014280;kWh;109277112;kWh;226408262;kWh;73009975;kWh;final
15.04.2013;197692248;kWh;56817072;kWh;69970944;kWh;51334464;kWh;237556608;kWh;128495736;kWh;283459115;kWh;87337460;kWh;final
16.04.2013;183492936;kWh;42603432;kWh;64723896;kWh;37777824;kWh;236283744;kWh;129733176;kWh;282988726;kWh;85835061;kWh;final
17.04.2013;157969512;kWh;32008896;kWh;56801904;kWh;30797472;kWh;228320544;kWh;124973448;kWh;281082639;kWh;87607883;kWh;final
18.04.2013;161047608;kWh;29464032;kWh;60357864;kWh;28091160;kWh;229804824;kWh;125105760;kWh;257034184;kWh;89565022;kWh;final
19.04.2013;278615520;kWh;30029784;kWh;94839408;kWh;25590360;kWh;246446688;kWh;124992816;kWh;283487220;kWh;85075016;kWh;final
20.04.2013;370992624;kWh;29768736;kWh;130747968;kWh;27367584;kWh;209317008;kWh;107542224;kWh;242130576;kWh;63774448;kWh;final
21.04.2013;339060288;kWh;43734240;kWh;136690008;kWh;37792392;kWh;201548160;kWh;105798720;kWh;234687775;kWh;68270001;kWh;final
22.04.2013;338172744;kWh;53189592;kWh;130587672;kWh;41042304;kWh;256878984;kWh;130334016;kWh;295736075;kWh;95954263;kWh;final
